Nom,Ãge,NA,Cor,Cen,Drb,Apl,Agr,Fin,Ctn,Ctr,DÃ©t,Ins,Col,DÃ©c,Ãqu,CF,Acc,Pui,Pla,Phy,Vol,Vit,Agi,DÃ©t.1,Sgf,End,Crg,Ldr,Vis,Ant,TÃªt,Tir,T Lg,Mar,Pas,Pen,Tcl,Tec,NA_end
Anderson Lucoqui,28,113,6,11,11,12,14,7,10,11,11,12,12,9,12,6,15,12,12,14,13,15,12,10,9,13,14,4,10,11,9,7,14,11,10,6,13,11,112
Jonas David,25,115,3,6,10,8,13,6,12,12,13,8,15,11,14,5,12,14,13,13,13,14,11,13,12,12,14,8,11,11,13,8,8,13,12,8,13,12,115
Kilian Ludewig,25,116,10,12,12,12,11,8,12,11,15,9,12,10,12,8,14,10,12,12,12,14,13,8,12,12,13,7,10,11,10,7,9,10,10,9,12,12,116
Erik Wekesser,28,114,13,12,12,13,16,8,10,11,12,13,15,9,12,12,13,11,9,12,15,15,12,11,11,14,11,7,11,11,8,10,15,9,11,11,12,12,113
Noah Katterbach,24,115,11,13,13,12,9,7,10,13,12,13,12,11,12,11,13,10,11,13,12,13,12,10,12,13,11,7,12,12,8,8,15,10,13,7,11,13,116
Nicolas Oliveira,21,109,7,12,12,12,10,6,12,11,13,13,13,10,12,8,12,11,12,15,13,14,12,11,10,12,12,6,11,10,9,7,12,12,11,7,13,12,109
Jonathan Norbye,18,112,6,7,10,8,11,6,14,10,15,8,12,11,13,8,12,14,13,14,12,13,11,13,13,13,11,9,11,12,12,9,11,13,12,8,12,10,112
Julian Eitschberger,21,104,6,12,11,12,15,7,9,11,13,12,13,9,11,6,13,12,11,15,12,13,13,8,9,12,12,7,11,9,8,7,13,11,11,7,12,11,106
Lasse GÃ¼nther,22,117,8,12,13,11,10,8,9,12,14,13,12,11,10,8,15,9,10,12,12,15,13,10,9,13,11,4,11,10,6,9,8,10,10,9,11,12,117
Frank Ronstadt,27,114,12,12,12,12,14,8,9,11,15,12,13,10,11,14,13,10,10,10,12,15,12,8,10,13,13,3,10,11,7,10,15,10,11,11,12,12,114
Lucas Laux,22,113,2,7,9,8,16,7,12,10,15,8,12,11,12,3,11,12,14,14,13,12,11,13,10,13,13,14,11,12,13,9,6,12,12,6,12,9,113
Clemens Riedel,21,110,3,7,11,8,14,6,13,11,15,8,13,11,13,3,11,13,13,14,12,12,11,14,13,10,12,12,12,11,12,6,10,13,13,6,13,12,110
Thomas Keller,25,108,8,7,10,8,16,6,11,10,13,8,14,10,12,13,10,14,13,12,12,12,9,14,12,12,13,8,11,11,13,8,8,13,12,8,12,11,108
Sebastian Keller,16,112,6,10,7,8,6,3,10,9,14,6,12,10,10,6,13,8,8,12,16,14,16,8,8,15,10,10,8,12,7,3,7,8,11,12,10,13,118
Aurel Wagbe,21,112,2,10,14,12,11,7,8,12,13,14,11,9,11,1,14,13,9,14,11,15,15,14,8,13,12,4,9,11,10,8,10,9,10,5,12,13,112
Arthur,22,114,12,13,12,13,13,11,12,13,15,14,12,12,9,11,13,11,13,13,11,13,14,7,11,13,12,9,13,13,10,11,10,12,13,11,12,14,114
Mathis Bruns,21,98,4,5,4,5,7,4,14,8,10,5,7,15,9,2,13,12,15,13,8,11,11,14,8,8,8,4,1,6,10,6,4,11,9,5,10,6,98
Felix Lange,21,97,1,8,10,8,12,6,11,11,15,8,12,10,13,2,11,13,12,13,11,13,12,13,11,12,12,7,10,10,12,6,5,12,12,5,12,11,97
Maximilian Hennig,18,100,7,12,13,12,7,6,8,12,12,12,12,10,10,7,15,9,8,13,12,13,14,9,9,13,7,5,12,10,7,6,9,8,12,6,11,12,103
Ljubo PuljiÄ,18,121,1,6,9,8,15,6,13,10,16,9,12,11,13,2,14,14,14,13,12,13,10,17,11,11,12,10,12,12,12,6,8,14,12,6,13,10,123
David Odogu,19,112,2,7,12,9,14,7,11,11,16,10,10,12,13,2,13,13,13,14,12,15,13,14,9,12,10,11,10,10,13,6,6,13,12,6,13,12,117
Marvin Dentz,17,94,8,9,8,7,10,6,9,10,13,10,11,12,16,3,9,7,11,6,15,12,12,10,9,13,17,12,8,11,8,5,4,9,10,2,13,14,108
Markus Wagener,17,99,4,8,8,6,8,3,9,9,13,7,16,12,8,1,15,8,9,14,12,13,13,9,8,15,16,1,9,12,6,2,5,12,8,4,8,12,106
Manuel Braun,20,83,5,6,2,6,12,3,7,9,15,5,8,12,10,4,12,12,9,18,12,12,12,12,10,12,10,5,10,12,11,8,7,11,8,3,12,10,83
Oluwaseun Ogbemudia,18,92,1,5,9,7,15,4,12,9,15,10,10,10,13,1,11,13,12,12,10,11,10,14,8,10,12,8,9,8,12,5,6,12,11,4,12,9,94
Philipp Hamm,20,83,6,4,4,9,12,6,11,10,14,5,9,9,11,5,12,12,12,11,10,13,12,10,7,7,11,7,7,11,11,6,2,8,10,4,14,9,83
Nils Hoffmann,19,87,3,4,1,5,10,4,12,6,5,7,6,14,10,1,12,7,13,14,7,13,13,7,3,13,10,10,4,9,10,1,1,13,6,1,12,1,87
Jerome Scholz,20,89,6,13,8,7,14,2,11,14,12,6,6,15,10,5,14,4,10,13,7,12,12,2,9,10,10,13,6,12,7,7,5,12,8,4,12,10,89
Luis Thomas,16,91,4,9,6,5,10,4,11,8,15,2,7,13,10,6,11,9,12,12,10,11,12,9,8,7,18,4,8,9,9,3,3,13,8,3,10,13,100
Julian Donges,20,80,5,2,4,5,8,4,9,7,13,5,8,9,13,1,12,13,10,12,9,13,9,15,13,10,10,7,7,11,10,7,1,7,9,4,13,8,82
Samir Gegg,20,86,8,9,7,7,15,4,11,10,12,9,8,15,9,7,10,8,9,16,12,14,11,12,6,10,10,6,8,11,7,4,7,10,13,5,14,8,86
Arno Krause,18,95,2,4,3,3,13,5,9,7,10,5,6,14,6,6,11,9,13,15,8,13,14,11,7,8,9,4,9,12,12,2,1,13,8,3,13,6,96
Nick Sauer,19,83,6,3,2,8,13,3,7,6,15,6,9,9,10,1,12,13,16,13,9,10,8,13,9,8,11,7,5,9,10,4,3,10,8,3,13,8,85
Vahidin Turudija,19,84,2,2,2,8,12,8,9,8,9,5,7,14,7,4,13,7,14,12,12,12,9,13,6,11,10,1,10,7,9,7,2,11,8,10,9,8,85
Oleksandr Gavrylenko,18,99,4,3,2,7,10,1,13,7,16,5,8,15,11,1,15,11,11,13,9,12,13,11,5,11,10,3,6,11,14,1,4,13,7,1,14,3,102
Elias Benkara,18,93,3,1,2,7,14,1,12,5,6,5,7,14,10,2,10,13,12,15,8,11,14,8,8,7,9,7,6,11,14,6,1,14,8,1,12,6,97
Jamie Schuldes,18,85,3,2,6,3,13,1,9,7,20,6,7,12,8,1,10,11,13,16,8,11,11,12,3,9,9,10,5,10,10,3,1,13,7,3,12,6,90
Leon Prosche,18,96,4,7,3,7,9,6,12,8,16,6,8,9,10,1,14,9,13,12,9,13,12,14,8,9,9,12,7,12,15,6,6,12,9,5,13,6,102
Vincent Bayindir,18,91,8,12,9,11,11,7,11,14,15,11,10,11,11,7,9,10,7,15,10,11,13,10,11,12,9,2,11,10,9,6,9,10,11,4,13,11,95
Pepe BÃ¶hm,19,89,3,5,1,6,7,4,12,7,17,5,6,13,8,4,13,9,13,14,7,11,11,13,6,11,9,9,7,7,12,7,3,12,6,1,12,2,91
Dennis Celik,19,88,5,9,12,10,8,6,7,11,15,12,9,8,9,5,13,12,10,14,10,12,15,13,8,13,9,6,9,8,6,6,10,9,11,4,9,12,89
Luca Rega,18,82,3,9,6,5,11,2,13,8,5,5,7,13,9,1,14,8,11,12,9,12,13,13,8,9,9,11,8,10,7,2,5,7,7,3,12,3,87
Philipp Christoph,19,81,1,1,1,6,6,2,9,5,8,7,6,14,10,3,13,11,14,11,7,13,12,11,3,7,9,6,5,5,7,4,2,13,6,5,12,6,81
Finn Hoffmann,19,83,6,6,7,3,14,3,12,12,8,6,9,14,9,6,15,5,12,12,13,12,12,7,6,11,9,2,11,9,8,5,3,9,5,6,14,8,83
Shafiq Nandja,18,85,1,2,1,2,15,3,11,5,7,6,6,13,9,1,13,9,12,13,7,12,12,13,5,7,9,11,7,11,13,5,1,12,7,5,12,6,86
Nourdine Camara,18,78,1,1,1,1,12,2,11,5,12,5,5,13,8,1,12,8,12,13,7,8,9,13,5,8,7,7,5,12,11,3,1,13,6,1,12,4,81
Till Neininger,18,83,1,3,1,5,7,1,10,4,10,6,7,12,9,1,10,10,14,12,8,12,13,8,6,10,9,5,7,10,11,3,1,12,7,1,12,3,83
Deniz Ofli,18,87,6,13,8,6,13,4,7,8,6,7,8,13,10,3,15,5,6,17,10,12,15,6,9,15,8,8,8,7,7,6,6,8,9,5,9,10,99
Karim Coulibaly,18,83,1,7,9,6,12,4,11,8,16,10,11,9,10,1,11,13,12,13,10,12,10,13,8,10,11,11,9,8,11,4,4,11,9,4,11,7,82
Noah Adekunle,18,83,4,4,6,4,7,6,7,13,19,8,9,10,11,3,8,9,14,15,9,10,12,12,13,11,9,11,9,5,11,6,4,10,14,7,15,10,87
Nicholas Riccio,16,95,8,12,9,8,6,6,8,10,15,9,8,13,16,13,10,6,12,9,9,13,11,8,11,13,10,8,13,11,6,5,6,11,10,7,13,12,111
Mats Heitmann,19,87,2,1,1,1,15,4,9,7,16,6,7,15,9,1,12,10,15,17,7,9,7,15,8,8,9,10,6,13,11,1,1,11,7,3,9,3,87
Egor Greber,18,81,1,1,1,1,8,4,11,6,7,6,5,13,7,1,15,10,13,14,7,13,12,6,7,7,7,2,4,11,10,4,1,13,4,1,12,5,82
Jerome Kortebusch,19,81,5,12,3,2,13,1,13,9,17,5,7,15,9,2,15,3,8,12,8,16,15,3,7,7,9,1,7,8,7,4,6,11,8,4,12,8,81
Elias CrÃ¶Ãmann,19,76,5,11,4,7,6,1,11,11,12,7,7,11,8,1,14,8,8,9,9,14,13,14,7,11,8,12,8,6,6,3,6,5,8,3,6,10,79
Christopher Alberts,20,68,8,13,10,8,5,5,9,8,16,5,8,11,9,7,10,7,4,13,10,11,13,11,6,10,6,2,7,8,8,7,7,9,10,3,12,7,68
Julius Maiwaldt,20,71,5,11,7,5,12,2,6,7,15,9,8,10,9,3,15,6,6,11,9,14,15,4,8,11,4,2,7,5,3,4,5,8,7,3,10,8,71
Daniel Eppers,17,89,7,5,6,6,9,8,8,9,15,14,14,8,8,9,10,8,14,4,9,13,13,9,11,9,19,11,7,9,11,2,4,13,14,6,12,14,100
Marcel Zym,18,85,4,9,8,6,13,1,6,9,12,6,13,11,11,1,14,7,9,14,13,13,15,13,5,11,9,3,8,7,8,5,6,8,8,5,13,9,87
Jonas Eilers,19,78,1,2,1,3,13,1,12,6,15,5,7,7,9,3,13,13,12,11,7,14,12,14,1,7,9,7,5,12,10,2,4,14,6,3,7,2,80
Edem Donou,17,78,4,3,7,5,5,3,11,11,8,2,6,9,11,7,8,12,13,10,9,10,10,12,15,12,13,3,10,7,8,5,6,9,13,5,9,15,81
Ian Scheffler,19,71,3,12,4,6,10,1,8,8,17,6,8,13,9,1,12,9,9,14,7,13,11,7,4,11,7,12,8,9,7,4,3,9,7,1,13,7,71
Michael Schmitt,16,78,3,8,3,7,16,4,11,10,16,9,17,10,14,1,12,7,10,14,12,11,10,8,9,13,14,4,6,9,6,4,4,8,6,8,11,13,92
Davide Costantini,16,81,2,2,3,4,11,5,10,7,6,7,17,12,8,1,13,11,11,14,13,11,10,13,12,10,15,10,6,9,6,10,6,8,7,3,11,10,85
Tjark Eckmeyer,19,74,5,10,4,6,8,5,9,4,13,5,8,12,9,2,14,11,11,8,8,11,11,17,7,11,8,11,8,6,7,2,7,6,8,1,12,7,74
Jerrit Lindhorst,19,73,2,4,1,6,5,4,8,5,16,5,5,13,9,1,8,9,12,13,8,13,8,12,7,7,7,8,1,9,11,1,1,13,7,4,12,5,74
Batuhan Deliboyraz,17,74,1,1,1,1,11,1,12,3,12,5,5,13,8,1,12,8,12,15,6,12,13,9,5,12,7,9,5,9,9,1,4,11,4,1,9,2,74
Ben Weber,18,81,7,10,5,6,7,5,9,9,13,9,9,8,10,4,13,11,11,16,10,11,12,6,10,10,9,6,9,12,8,5,7,10,9,5,15,8,81
David Schreiber,18,80,5,3,3,6,9,4,8,8,11,5,8,9,11,2,12,10,11,13,9,11,11,16,14,8,9,12,5,8,10,6,3,11,9,1,12,7,80
Leon Zeqiraj,20,66,1,2,1,2,5,1,11,4,15,5,5,12,7,1,12,7,12,15,5,11,10,10,5,10,8,8,5,7,11,3,1,10,5,1,12,1,66
Richard Altrock,16,68,6,7,7,3,9,5,9,8,13,2,11,10,14,4,9,8,7,9,6,11,10,13,8,9,14,1,6,7,9,4,6,10,8,5,15,11,91
Isaac Zufelde,18,73,4,8,6,4,12,5,8,11,10,7,8,7,11,2,12,8,8,12,8,13,17,10,5,10,9,1,6,8,8,4,6,8,6,1,14,5,79
Johann Deumi Nappi,18,73,1,1,3,1,11,1,13,7,16,5,5,13,9,4,12,9,7,11,6,7,9,16,7,6,9,7,6,7,13,4,1,12,7,1,10,5,73
Leon Kunz,16,65,3,8,6,5,12,5,10,8,8,10,12,11,9,5,10,7,7,9,8,10,9,10,8,11,14,2,7,8,6,5,5,10,10,3,12,11,68
Luis Aures,16,87,11,14,5,6,10,2,8,7,14,5,8,15,6,11,11,5,14,9,7,12,12,1,8,13,15,11,9,13,5,5,2,8,8,2,11,12,96
Fynn Laurin Stoehr,17,74,1,1,1,4,13,1,11,5,14,5,5,13,10,1,10,7,13,16,7,12,11,9,6,13,8,4,3,7,8,1,1,13,6,1,12,5,82
Nils Hellmann,17,86,4,8,4,6,10,1,9,8,10,6,15,12,8,2,9,10,11,14,10,9,10,13,10,9,17,13,6,8,12,8,6,13,8,3,9,14,96
Pascal Lemke,15,68,6,12,10,7,6,2,7,7,10,8,17,9,10,3,11,6,7,12,16,10,13,6,7,13,5,1,6,9,2,10,6,7,8,4,9,10,83
Robin Daniel,16,60,4,5,7,4,15,3,7,6,13,9,8,7,5,3,9,8,14,9,8,7,11,12,6,8,17,8,6,8,12,4,4,8,7,1,9,10,71
Max Pfister,18,72,2,1,1,1,12,1,6,5,7,6,5,13,8,1,12,9,12,12,6,11,12,13,5,8,6,1,5,6,12,3,1,12,4,1,13,1,76
Hendrik Dressler,17,79,5,7,7,6,15,3,10,8,6,10,10,12,11,2,8,8,10,17,15,11,11,9,6,12,18,10,8,9,5,5,3,10,8,4,13,10,79
Ebenezer Opoku,17,65,5,10,7,6,11,5,9,9,3,3,10,11,9,2,11,5,6,14,12,11,10,6,7,13,6,3,7,10,7,5,5,9,8,4,11,12,78
Joshua Ritter,15,74,4,8,8,8,12,4,9,15,12,11,10,11,10,1,13,4,10,15,15,9,11,10,8,12,10,8,6,8,7,4,6,7,7,6,10,10,86
Angelos Apostolopoulos,15,66,4,3,6,5,6,5,10,11,17,3,15,9,15,4,10,6,9,7,11,10,10,8,8,10,19,4,1,8,8,7,6,10,6,5,15,11,75
Charles Abubakari,17,43,4,7,8,6,16,3,7,7,15,5,9,11,11,1,10,5,6,7,14,10,9,9,4,12,6,3,7,7,5,1,3,5,6,1,8,8,44
Panagiotis Klapakis,16,70,5,9,4,8,9,3,6,7,13,10,11,7,13,10,11,7,9,17,8,11,13,11,6,13,17,9,6,8,8,4,2,11,9,1,6,12,85
Julian Lubsch,16,84,5,9,7,6,17,3,9,7,12,12,7,14,9,7,15,6,8,11,12,11,13,7,8,11,13,5,8,9,6,5,7,8,7,3,10,11,90
Steffen Ritter,16,76,7,10,5,7,8,7,9,10,13,5,11,10,12,8,7,6,10,6,14,10,9,9,7,12,16,8,7,12,8,2,6,8,10,1,14,15,81
Maximilian Schindler,16,76,4,6,3,6,9,4,8,8,14,5,9,13,9,9,6,12,10,13,7,7,10,14,6,7,17,8,6,10,14,4,6,9,12,8,10,7,81
Simon Paulus,17,75,5,6,13,6,9,1,5,8,15,3,13,9,6,6,10,5,4,12,14,14,14,6,4,13,16,13,7,7,4,4,1,6,7,1,10,8,85
Marc-Jannick Boyn,15,65,3,7,7,6,10,4,9,9,10,8,9,12,15,6,11,5,10,8,13,9,9,11,6,10,10,7,6,8,5,6,6,12,9,4,11,10,81
Moritz Bangert,16,67,3,3,3,3,18,3,5,9,16,3,11,13,12,3,7,9,9,7,15,9,8,15,8,10,7,3,5,8,12,4,2,7,10,7,12,9,80
Max StrauÃ,16,72,6,8,4,4,17,3,6,8,17,7,16,13,14,7,10,6,9,12,12,9,7,9,6,9,8,14,5,10,15,3,3,11,10,5,9,12,87
Christian Rossmann,16,66,3,7,5,5,11,3,11,9,13,2,16,13,13,1,9,4,10,11,11,10,9,7,7,9,16,14,6,12,8,8,5,9,6,3,8,10,86
Philipp Reuter,16,84,7,10,9,9,14,5,7,8,14,10,6,12,14,6,13,8,7,11,10,10,12,15,6,14,11,5,7,11,5,3,5,8,7,10,6,13,89
Screve Kasongo,16,84,5,7,5,6,11,4,8,8,14,4,10,15,14,4,13,10,11,12,9,12,12,12,7,11,9,15,6,12,5,7,3,8,7,4,10,12,97
David JÃ¤kel,16,83,7,6,5,6,11,9,9,9,18,11,7,14,7,9,10,6,10,10,9,11,8,4,7,11,18,7,8,11,6,3,5,10,14,6,15,13,84
Fabian Hopp,16,55,3,3,3,3,11,2,9,9,19,4,17,9,13,1,8,5,5,13,14,12,9,13,7,11,15,4,2,10,6,6,8,9,8,5,14,11,75
Matthis Menkhaus,15,47,5,10,4,5,9,3,8,8,13,6,9,12,11,1,4,4,11,15,13,6,7,8,5,9,16,5,6,6,5,2,5,7,10,5,13,13,55
Luis Peters,15,54,4,7,5,5,11,3,6,7,3,4,17,9,6,1,13,5,7,14,11,9,11,5,6,13,8,3,6,3,4,6,4,9,5,5,8,11,65
Ivan MiloÅ¡eviÄ,17,97,6,11,7,7,11,4,11,12,15,7,14,13,10,4,9,7,10,12,10,12,11,6,7,14,17,10,10,13,7,4,2,12,9,5,12,17,103
Borna RogiÄ,17,71,4,6,3,7,6,3,10,5,19,6,6,8,15,2,11,12,9,13,11,9,10,9,7,9,14,8,8,11,10,6,4,13,6,3,12,7,78
Jordan Corti,17,83,7,8,3,7,13,4,12,12,14,4,9,11,9,11,10,7,11,13,14,10,9,9,10,10,11,11,6,12,7,4,6,13,8,4,16,10,87
Markus SchÃ¤fer,15,53,7,9,8,6,12,4,9,11,11,13,9,13,9,9,7,6,8,4,9,9,7,6,6,8,12,11,7,8,7,4,3,10,9,3,14,9,69
Janis Richter,16,81,7,8,4,7,8,12,11,7,5,13,11,11,13,11,9,8,9,14,14,10,10,10,7,11,10,13,8,9,6,4,5,11,11,4,12,10,82
Joshua Vogel,16,84,5,5,3,8,14,4,9,9,11,3,8,10,15,10,11,11,8,13,13,11,9,12,7,9,19,9,9,13,10,4,4,10,9,4,15,6,101
Mick Nag,16,76,3,7,6,5,16,3,7,7,11,6,11,9,12,1,13,10,9,14,12,10,12,10,6,15,7,4,6,10,6,2,5,9,6,3,7,12,103
Florian Hamann,17,82,2,7,3,7,8,6,10,9,15,7,7,12,13,5,9,7,11,12,9,8,7,14,7,9,16,13,7,11,8,4,4,10,7,3,15,13,91
Kento Fukuda,16,63,4,8,5,6,8,3,7,7,11,5,8,8,13,8,13,6,7,11,9,12,10,8,6,14,8,2,7,7,6,5,4,9,7,3,10,6,85
Lars Ehrenreich,16,72,8,10,7,9,8,6,9,12,13,5,11,7,6,13,9,9,13,11,14,7,8,15,13,10,15,15,9,10,7,4,7,6,15,8,10,13,85
Erdi TanrÄ±verdi,16,79,7,11,7,7,11,6,9,9,15,8,9,8,9,4,14,6,8,10,13,10,8,11,6,15,8,9,6,7,5,5,5,6,10,3,11,12,84
Matija GaleÅ¡iÄ,16,82,6,9,3,7,18,4,9,7,7,2,11,13,12,9,7,5,13,12,10,11,8,13,8,9,13,6,10,11,9,3,3,14,7,6,8,11,83
Matthias Temme,15,60,6,9,5,5,10,4,7,8,5,5,16,10,7,4,11,5,9,12,11,9,10,1,6,11,16,7,5,8,6,5,5,10,7,2,14,9,67
Dominick Theuerzeit,16,67,3,10,5,5,10,2,7,8,3,3,12,12,15,1,14,6,8,11,7,11,12,6,6,10,7,12,5,7,7,1,3,6,9,3,8,11,71
Yasin GÃ¼lmez,16,85,9,6,7,8,12,6,7,13,11,7,16,10,14,7,9,9,13,13,16,10,10,14,10,12,11,10,10,7,10,8,6,8,8,6,10,15,92
Philipp Seeger,16,60,6,5,6,5,9,5,7,8,16,7,7,14,12,9,11,4,9,8,12,8,10,7,7,13,12,1,4,8,6,2,5,10,6,2,9,14,73
Seydou Kouadio,16,66,4,5,3,5,17,5,11,7,17,4,16,9,15,3,10,10,8,14,13,8,9,11,12,11,16,15,5,9,8,5,3,8,4,4,9,7,83
Stephan Garve,17,83,9,13,7,6,11,6,11,8,17,15,6,11,8,13,11,7,15,13,11,14,12,9,9,9,13,8,8,13,7,6,7,11,9,5,9,8,89
Antoni SowiÅski,17,69,1,3,2,5,8,3,9,5,10,5,15,8,12,1,8,8,8,13,10,12,9,16,6,10,13,6,5,5,11,5,4,12,5,3,15,9,85
Stefan Behrens,16,62,6,9,7,7,7,4,9,10,12,7,8,11,13,4,10,6,7,10,9,12,10,8,6,8,9,3,7,8,8,4,7,10,10,4,10,13,62
Daniel Opoku,16,52,6,6,4,5,9,10,6,7,11,11,8,13,13,11,9,5,10,8,7,9,8,10,8,10,6,5,6,10,7,4,4,8,11,4,8,12,61
Kristian Blau,16,52,3,9,7,4,11,3,7,5,9,5,8,12,12,1,13,4,7,8,7,11,10,4,4,11,13,4,6,6,4,1,3,7,8,1,11,9,62
Ron-Robert GroÃkreutz,16,78,4,7,5,7,7,2,7,7,11,7,16,10,8,5,10,10,8,5,14,15,12,11,6,12,14,14,8,8,6,5,5,12,7,2,12,12,88
Maximilian Hellmers,18,79,1,1,1,3,7,2,8,6,11,8,6,13,10,1,11,11,12,9,7,13,13,7,7,11,9,5,2,8,13,4,1,12,3,1,13,3,81
Karl Sorge,16,67,2,6,7,4,8,1,7,5,13,3,9,13,7,1,7,9,12,12,12,9,9,12,5,10,16,8,6,10,8,3,4,9,6,4,11,5,83
Sebastian Richter,16,67,6,4,5,4,11,6,10,11,13,4,11,8,15,4,10,6,12,14,16,8,8,13,11,11,16,2,7,11,7,2,5,8,9,6,13,13,83
Marco Dewald,16,59,6,8,5,6,6,6,8,6,11,5,17,8,14,9,11,6,7,11,17,8,8,11,6,14,15,1,10,6,6,3,8,5,8,5,10,10,83
David Burchert,17,71,4,9,5,5,6,1,8,9,9,2,14,12,13,1,11,7,12,14,11,12,14,10,4,10,9,12,5,10,5,3,2,11,6,4,8,11,79
Lucas Hector,15,81,7,8,8,7,13,9,10,8,9,5,8,10,8,4,11,9,9,12,13,9,10,15,10,10,12,5,7,9,10,6,6,10,9,7,13,11,81
Oliver Scheffler,16,74,7,3,2,6,9,1,8,9,8,4,5,9,14,11,14,6,10,13,10,12,10,7,5,9,17,8,3,8,8,3,2,9,7,9,14,9,82
Daniel Elser,15,57,7,5,6,8,17,5,9,9,9,5,17,9,14,4,11,8,8,15,12,10,12,11,10,10,7,4,7,9,9,8,5,12,12,4,11,7,57
Daniel Ihendu,19,93,3,2,2,3,10,3,10,7,19,6,5,13,12,1,13,13,14,9,8,13,13,11,7,6,9,13,7,11,12,5,2,13,6,1,11,5,98
Andreas Deinlein,17,65,4,8,7,6,5,5,11,9,11,9,9,11,14,2,10,7,11,14,13,10,7,8,6,13,12,5,6,8,6,3,4,9,7,3,11,10,71
LuÃ­s Fonseca,16,68,5,8,8,11,15,11,6,8,12,10,11,12,15,6,10,7,12,10,14,7,7,12,8,10,7,3,6,8,8,3,5,9,11,10,15,12,86
Sergey Shalin,16,58,4,6,6,8,15,4,5,8,11,8,15,7,7,4,13,5,6,8,13,10,10,8,8,12,10,4,7,5,5,4,3,4,8,4,6,8,66
David WeiÃ,17,61,3,7,4,5,11,5,8,7,12,5,6,13,11,4,9,8,7,7,7,12,10,10,7,9,9,8,7,9,6,3,3,11,7,2,9,8,76
Maurice DÃ¶rner,16,71,1,5,5,3,9,3,10,8,13,2,15,9,8,5,10,8,13,10,11,10,10,12,7,8,14,13,9,7,12,4,6,9,7,1,9,12,84
Adrian Flum,15,72,5,8,6,7,10,2,10,11,8,4,7,15,16,4,6,6,11,13,6,9,9,8,8,10,17,6,6,7,8,4,7,9,10,4,14,16,87
Leon Walter,16,69,3,8,7,5,17,2,13,8,13,8,18,12,8,1,7,7,8,13,14,11,10,7,9,12,9,8,7,12,4,3,3,9,6,4,12,9,85
Papa Diallo,17,68,2,5,5,7,18,3,8,7,14,7,13,11,16,5,12,8,9,13,14,10,9,11,8,11,9,3,8,10,7,3,6,8,5,4,13,8,88
DoÄukan Can,16,53,5,9,6,11,7,4,7,8,12,11,11,7,8,6,12,5,8,13,14,10,9,3,7,12,15,1,6,7,5,4,2,6,6,5,8,12,61
Manuel,17,51,3,6,8,10,10,5,6,8,3,7,8,9,8,1,12,4,6,10,13,10,12,4,5,10,7,9,7,8,7,4,6,7,7,3,7,10,52
Michael Bond,16,55,6,10,5,3,14,3,9,7,13,5,5,12,7,4,6,7,12,15,7,8,6,9,5,7,11,4,5,9,5,7,6,13,10,2,7,11,72
Tugay TaÅtan,17,66,4,7,6,6,8,3,11,7,11,8,16,14,9,4,8,6,12,10,11,7,11,9,6,10,7,14,9,10,7,4,5,8,7,3,10,9,81
Dau Thanh Phong,16,89,4,8,5,7,10,3,13,9,10,10,14,11,10,7,12,10,11,13,11,11,9,9,9,11,11,6,7,14,10,6,6,11,9,4,12,13,102
Anel IbrahimoviÄ,15,55,7,11,9,7,8,5,8,13,5,12,18,5,14,6,11,4,5,12,14,9,11,7,7,11,9,6,6,8,8,4,7,5,7,4,6,10,69
Thomas Stein,16,51,5,7,5,9,15,5,6,9,13,13,11,13,7,3,8,5,7,16,6,8,8,7,7,9,16,2,12,10,4,5,2,7,7,2,12,6,76
Hans Beckers,16,57,3,7,3,3,9,3,6,12,6,11,4,13,13,1,9,6,9,7,7,10,7,6,6,13,16,8,5,9,5,3,1,6,6,1,11,10,58
Christoph Friedrich,16,69,1,5,6,4,9,2,11,9,11,7,16,12,9,3,9,9,6,13,16,9,11,9,6,13,18,5,7,7,4,5,6,9,6,4,7,11,79
Elvis FabijanÄiÄ,16,52,4,5,5,4,7,5,6,6,12,6,18,8,7,3,8,7,9,18,17,9,9,13,6,12,15,2,3,9,7,5,2,10,9,4,9,8,73
Kevin Bliese,15,51,1,5,3,2,8,2,7,8,2,7,15,12,6,2,7,5,10,13,11,11,6,11,4,8,5,9,2,11,6,1,1,8,6,2,12,13,52
Christopher Breitfeld,17,75,7,5,5,6,9,4,8,6,15,5,15,12,13,10,12,8,6,13,11,10,13,12,6,10,17,6,4,8,6,4,3,8,10,2,8,10,89
Tim Schmitt,16,50,4,7,4,2,17,4,8,6,12,4,5,10,14,1,9,6,10,9,8,7,10,11,8,9,19,10,5,8,8,3,2,6,7,3,8,3,59
Marcel LÃ¼cke,16,58,2,5,8,7,8,2,4,14,10,5,10,13,7,1,11,6,5,9,11,10,12,6,7,10,7,2,4,7,5,2,4,8,7,1,7,14,64
Malick Diop,16,61,7,8,6,9,15,9,8,9,11,13,14,10,11,10,7,6,10,11,9,11,10,4,7,9,16,8,9,10,6,3,2,6,12,4,9,14,80
Erick Schultens,17,69,5,9,6,4,11,6,9,9,15,5,6,13,13,7,10,7,6,10,9,12,11,10,8,13,12,2,7,9,6,3,5,8,7,4,10,9,83
Elias Maier,16,52,5,6,6,3,9,5,8,5,5,7,9,9,12,6,10,11,9,14,12,11,9,13,5,10,9,11,3,7,10,1,1,6,7,4,9,9,58
